data;turno;hora;seq;operacao;produto;bico;quantidade;deposito;pessoa;documento;tipo_doc;data_doc;tributacao;preco_unit;valor;vendedor;abastecimento;hora_abastec;usuario;estacao;empresa;mlid;grid;conta;nr_item;produto_kit;produto_kit_id;encerrante;valor_desconto;preco_unit_orig;orcamento_produto;ponto;cupom_produto;medicao_sugerida;comanda;comanda_produto;departamento;mesa_produto;tipo_desconto;obs;preco_unit_venda;motivo_inventario;abastecimento_manual;preco_unit_base;preco_unit_prazo;preco_unit_bico;dia_fiscal;cst_pis;cst_cofins;natureza_receita;preco_unit_fiscal;numero_pedido;numero_item_pedido;relevante
16/11/2012;2;21/11/2012 14:33;1163;V;10333;12;-457.872;532080;NULL;ACERTO CX;;NULL;;1.77;-810.43;NULL;NULL;NULL;CLOVES;LUCIMAR.STAELIZA;56730;2364726;2364727;1.1.2.03;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;4;4;61;NULL;NULL;NULL;NULL
12/11/2012;2;12/11/2012 13:17;64;V;10333;21;11.3;532093;NULL;643673;ECF;12/11/2012;60;1.77;20;219049;265398;12/11/2012 13:15;EDINEIS;USUARIO-PC.WORKGROUP;56730;42952295472;42952295478;1.1.2.03;NULL;NULL;NULL;483521.08;0;1.77;NULL;NULL;42952295474;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.77;NULL;NULL;0;0;0;12/11/2012;4;4;61;NULL;NULL;NULL;NULL
12/11/2012;2;12/11/2012 14:04;98;V;10333;18;11.3;532093;NULL;643707;ECF;12/11/2012;60;1.77;20;1978886;265457;12/11/2012 14:01;EDINEIS;USUARIO-PC.WORKGROUP;56730;42952296116;42952296120;1.1.2.03;NULL;NULL;NULL;600929.47;0;1.77;NULL;NULL;42952296118;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.77;NULL;NULL;0;0;0;12/11/2012;4;4;61;NULL;NULL;NULL;NULL
12/11/2012;1;12/11/2012 14:58;863;V;161012;NULL;1;534526;NULL;671433;ECF;12/11/2012;60;6.5;6.5;NULL;NULL;NULL;MARCILENE;CAIXACONVENIENC.GRUPO;56730;42952296741;42952296751;1.1.2.05;NULL;NULL;NULL;NULL;0;6.5;NULL;NULL;42952296749;NULL;NULL;NULL;NULL;NULL;NULL;NULL;6.5;NULL;NULL;6.5;0;0;12/11/2012;1;1;NULL;NULL;NULL;NULL;NULL
12/11/2012;2;12/11/2012 17:01;386;V;10158;23;6.969;532055;NULL;643874;ECF;12/11/2012;60;2.87;20;219070;265706;12/11/2012 16:58;EDINEIS;USUARIO-PC.WORKGROUP;56730;42952298553;42952298560;1.1.2.03;NULL;NULL;NULL;371179.54;0;2.87;NULL;NULL;42952298557;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2.87;NULL;NULL;0;0;0;12/11/2012;4;4;51;NULL;NULL;NULL;NULL
12/11/2012;2;12/11/2012 17:10;389;V;10955;NULL;3;57064;NULL;741501;ECF;12/11/2012;60;14;42;219070;NULL;NULL;HELIO;CAIXA_GNV.STAELISA;56730;42952298577;42952298598;1.1.2.04;NULL;NULL;NULL;NULL;0;14;NULL;NULL;42952298579;NULL;NULL;NULL;NULL;NULL;NULL;NULL;14;NULL;NULL;14;0;0;12/11/2012;4;4;51;NULL;NULL;NULL;NULL
12/11/2012;2;12/11/2012 17:29;426;V;10158;4;10;532054;425807;643900;ECF;12/11/2012;60;2.87;28.7;NULL;265746;12/11/2012 17:26;EDINEIS;USUARIO-PC.WORKGROUP;56730;42952298877;42952298900;1.1.2.03;NULL;NULL;NULL;475545.12;0;2.87;NULL;NULL;42952298879;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2.87;NULL;NULL;0;0;0;12/11/2012;4;4;51;NULL;NULL;NULL;NULL
12/11/2012;2;12/11/2012 17:44;477;V;10334;17;27.875;532058;NULL;643921;ECF;12/11/2012;60;2.87;80;964467;265775;12/11/2012 17:42;EDINEIS;USUARIO-PC.WORKGROUP;56730;42952299233;42952299244;1.1.2.03;NULL;NULL;NULL;419652.71;0;2.87;NULL;NULL;42952299235;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2.87;NULL;NULL;0;0;0;12/11/2012;4;4;51;NULL;NULL;NULL;NULL
17/11/2012;1;17/11/2012 11:22;1014;E;160909;;42;534526;86686;218425;;16/11/2012;60;1.993.095;83.71;NULL;NULL;NULL;AZILZANA;RECEPCAO.MSHOME;56730;2342639;2342663;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;73;73;NULL;NULL;NULL;NULL;NULL
12/11/2012;2;12/11/2012 19:59;613;V;165825;NULL;1;534526;NULL;671525;ECF;12/11/2012;60;2.5;2.5;NULL;NULL;NULL;CRISTIANE;CAIXACONVENIENC.GRUPO;56730;42952300783;42952300790;1.1.2.05;NULL;NULL;NULL;NULL;0;2.5;NULL;NULL;42952300786;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2.5;NULL;NULL;2.5;0;0;12/11/2012;1;1;NULL;NULL;NULL;NULL;NULL
12/11/2012;2;12/11/2012 19:52;615;V;10333;9;45.012;532080;NULL;741545;ECF;12/11/2012;60;1.77;79.67;964467;265960;12/11/2012 19:47;HELIO;CAIXA_GNV.STAELISA;56730;42952300797;42952300808;1.1.2.04;NULL;NULL;NULL;599420.13;0;1.77;NULL;NULL;42952300800;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.77;NULL;NULL;0;0;0;12/11/2012;4;4;61;NULL;NULL;NULL;NULL
12/11/2012;2;12/11/2012 21:31;737;V;10333;3;44.193;532080;NULL;741559;ECF;12/11/2012;60;1.77;78.22;NULL;266065;12/11/2012 21:21;HELIO;CAIXA_GNV.STAELISA;56730;42952301798;42952301803;1.1.2.04;NULL;NULL;NULL;597603.59;0;1.77;NULL;NULL;42952301800;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.77;NULL;NULL;0;0;0;12/11/2012;4;4;61;NULL;NULL;NULL;NULL
12/11/2012;2;12/11/2012 22:02;773;V;10333;9;16.95;532080;NULL;741565;ECF;12/11/2012;60;1.77;30;964467;266095;12/11/2012 21:50;HELIO;CAIXA_GNV.STAELISA;56730;42952302063;42952302067;1.1.2.04;NULL;NULL;NULL;599568.46;0;1.77;NULL;NULL;42952302065;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.77;NULL;NULL;0;0;0;12/11/2012;4;4;61;NULL;NULL;NULL;NULL
13/11/2012;1;13/11/2012 12:04;569;V;10333;18;28.249;532093;349855;644358;ECF;13/11/2012;60;1.77;50;964452;266587;13/11/2012 11:57;LEONARDO;USUARIO-PC.WORKGROUP;56730;42952307066;42952307077;1.1.2.03;NULL;NULL;NULL;602033.7;0;1.77;NULL;NULL;42952307068;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.77;NULL;NULL;0;0;0;13/11/2012;4;4;61;NULL;NULL;NULL;NULL
13/11/2012;2;13/11/2012 13:14;36;V;17179869781;NULL;1;534526;NULL;671694;ECF;13/11/2012;60;5;5;NULL;NULL;NULL;CRISTIANE;CAIXACONVENIENC.GRUPO;56730;42952307818;42952307826;1.1.2.05;NULL;NULL;NULL;NULL;0;5;NULL;NULL;42952307823;NULL;NULL;NULL;NULL;NULL;NULL;NULL;5;NULL;NULL;5;0;0;13/11/2012;4;4;658;NULL;NULL;NULL;NULL
13/11/2012;1;13/11/2012 13:23;657;V;10334;8;6.962;532058;NULL;741684;ECF;13/11/2012;60;2.87;19.98;218950;266696;13/11/2012 13:15;JUCINEY;CAIXA_GNV.STAELISA;56730;42952308137;42952308144;1.1.2.04;NULL;NULL;NULL;432183.76;0;2.87;NULL;NULL;42952308142;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2.87;NULL;NULL;0;0;0;13/11/2012;4;4;51;NULL;NULL;NULL;NULL
13/11/2012;2;13/11/2012 14:49;199;V;10333;12;5;532080;274256;644495;ECF;13/11/2012;60;1.77;8.85;219070;266826;13/11/2012 14:47;EDINEIS;USUARIO-PC.WORKGROUP;56730;42952309407;42952309417;1.1.2.03;NULL;NULL;NULL;725778.33;0;1.77;NULL;NULL;42952309409;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.77;NULL;NULL;0;0;0;13/11/2012;4;4;61;NULL;NULL;NULL;NULL
19/11/2012;99;22/11/2012 17:25;1;M;10158;;5459;532054;102627;;;NULL;;0;0;NULL;NULL;NULL;BRUNO;BRUNO.MSHOME;56730;NULL;2381157;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;5.460.927;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;4;4;51;NULL;NULL;NULL;NULL
13/11/2012;2;13/11/2012 16:51;462;V;4295603334;2;64.742;532057;NULL;741756;ECF;13/11/2012;60;2.55;165.09;NULL;266997;13/11/2012 16:33;FABIANO;CAIXA_GNV.STAELISA;56730;42952311106;42952311164;1.1.2.04;NULL;NULL;NULL;153886.12;0;2.55;NULL;NULL;42952311125;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2.55;NULL;NULL;0;0;0;13/11/2012;4;4;52;NULL;NULL;NULL;NULL
13/11/2012;2;13/11/2012 17:06;484;V;2026575;NULL;1;534526;NULL;671759;ECF;13/11/2012;60;1.5;1.5;NULL;NULL;NULL;CRISTIANE;CAIXACONVENIENC.GRUPO;56730;42952310711;42952311279;1.1.2.05;NULL;NULL;NULL;NULL;0;1.5;NULL;NULL;42952311098;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.5;NULL;NULL;1.5;0;0;13/11/2012;1;1;NULL;NULL;NULL;NULL;NULL
13/11/2012;2;13/11/2012 17:06;494;V;162821;NULL;1;534526;NULL;671759;ECF;13/11/2012;60;3;3;NULL;NULL;NULL;CRISTIANE;CAIXACONVENIENC.GRUPO;56730;42952310711;42952311289;1.1.2.05;NULL;NULL;NULL;NULL;0;3;NULL;NULL;42952310791;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3;NULL;NULL;3;0;0;13/11/2012;4;4;142;NULL;NULL;NULL;NULL
13/11/2012;2;13/11/2012 18:56;704;V;17179869782;NULL;4;534526;NULL;671798;ECF;13/11/2012;60;3;12;NULL;NULL;NULL;CRISTIANE;CAIXACONVENIENC.GRUPO;56730;42952312802;42952312931;1.1.2.05;NULL;NULL;NULL;NULL;0;3;NULL;NULL;42952312826;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3;NULL;NULL;3;0;0;13/11/2012;4;4;663;NULL;NULL;NULL;NULL
13/11/2012;2;13/11/2012 19:40;808;V;142897;NULL;1;534526;NULL;671828;ECF;13/11/2012;60;3.5;3.5;NULL;NULL;NULL;CRISTIANE;CAIXACONVENIENC.GRUPO;56730;42952313484;42952313501;1.1.2.05;NULL;NULL;NULL;NULL;0;3.5;NULL;NULL;42952313491;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.5;NULL;NULL;3.5;0;0;13/11/2012;1;1;NULL;NULL;NULL;NULL;NULL
13/11/2012;2;13/11/2012 20:53;909;V;17179869363;NULL;2;534526;NULL;671868;ECF;13/11/2012;60;6;12;NULL;NULL;NULL;CRISTIANE;CAIXACONVENIENC.GRUPO;56730;42952314117;42952314121;1.1.2.05;NULL;NULL;NULL;NULL;0;6;NULL;NULL;42952314119;NULL;NULL;NULL;NULL;NULL;NULL;NULL;6;NULL;NULL;6;0;0;13/11/2012;4;4;658;NULL;NULL;NULL;NULL
13/11/2012;3;13/11/2012 21:29;106;V;10333;24;11.3;532093;NULL;644796;ECF;13/11/2012;60;1.77;20;218967;267294;13/11/2012 19:17;ANTONIOCARLOS;USUARIO-PC.WORKGROUP;56730;42952315033;42952315037;1.1.2.03;NULL;NULL;NULL;570056.67;0;1.77;NULL;NULL;42952315035;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.77;NULL;NULL;0;0;0;13/11/2012;4;4;61;NULL;NULL;NULL;NULL
13/11/2012;3;13/11/2012 21:45;197;V;10333;18;16.95;532093;NULL;644813;NULL;13/11/2012;60;1.77;30;483175;267384;13/11/2012 20:13;ANTONIOCARLOS;USUARIO-PC.WORKGROUP;56730;42952315230;42952315494;1.1.2.03;NULL;NULL;NULL;603046.23;0;1.77;NULL;NULL;42952315373;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.77;NULL;NULL;0;0;0;13/11/2012;4;4;61;NULL;NULL;NULL;NULL
13/11/2012;2;13/11/2012 22:41;1092;V;532149;27;7.683;532153;NULL;741845;ECF;13/11/2012;60;1.89;14.52;NULL;267548;13/02/2012 22:36;CLOVES;CAIXA_GNV.STAELISA;56730;42952316071;42952316172;1.1.2.04;NULL;NULL;NULL;242209.11;0;1.89;NULL;NULL;42952316139;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.89;NULL;NULL;0;0;0;13/11/2012;1;1;NULL;NULL;NULL;NULL;NULL
13/11/2012;3;13/11/2012 23:35;277;V;4295603334;5;52.381;532057;NULL;644844;ECF;13/11/2012;60;2.55;133.57;NULL;267567;13/11/2012 23:31;ANTONIOCARLOS;USUARIO-PC.WORKGROUP;56730;42952316461;42952316465;1.1.2.03;NULL;NULL;NULL;122668.09;0;2.55;NULL;NULL;42952316463;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2.55;NULL;NULL;0;0;0;13/11/2012;4;4;52;NULL;NULL;NULL;NULL
14/11/2012;1;14/11/2012 09:00;82;V;157741;NULL;7;534526;NULL;671947;ECF;14/11/2012;60;2;14;NULL;NULL;NULL;MARCILENE;CAIXACONVENIENC.GRUPO;56730;42952317353;42952317413;1.1.2.05;NULL;NULL;NULL;NULL;0;2;NULL;NULL;42952317398;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2;NULL;NULL;2;0;0;14/11/2012;1;1;NULL;NULL;NULL;NULL;NULL
14/11/2012;1;14/11/2012 09:18;175;V;10333;6;5.65;532080;NULL;644899;ECF;14/11/2012;60;1.77;10;NULL;267677;14/11/2012 07:36;JUCINEY;USUARIO-PC.WORKGROUP;56730;42952317872;42952317886;1.1.2.03;NULL;NULL;NULL;609157.84;0;1.77;NULL;NULL;42952317876;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.77;NULL;NULL;0;0;0;14/11/2012;4;4;61;NULL;NULL;NULL;NULL
14/11/2012;1;14/11/2012 10:45;426;V;532149;25;6.9;532152;NULL;741927;ECF;14/11/2012;60;1.89;13.04;NULL;267908;14/02/2012 10:30;BRUNOR;CAIXA_GNV.STAELISA;56730;42952319152;42952319178;1.1.2.04;NULL;NULL;NULL;399793.38;0;1.89;NULL;NULL;42952319155;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.89;NULL;NULL;0;0;0;14/11/2012;1;1;NULL;NULL;NULL;NULL;NULL
14/11/2012;1;14/11/2012 11:24;488;V;532149;28;15.09;532153;NULL;741940;ECF;14/11/2012;60;1.89;28.52;NULL;267938;14/02/2012 10:55;BRUNOR;CAIXA_GNV.STAELISA;56730;42952319597;42952319606;1.1.2.04;NULL;NULL;NULL;477152.47;0;1.89;NULL;NULL;42952319600;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.89;NULL;NULL;0;0;0;14/11/2012;1;1;NULL;NULL;NULL;NULL;NULL
14/11/2012;1;14/11/2012 12:05;534;V;148421;NULL;2;534526;NULL;671968;ECF;14/11/2012;60;2.5;5;NULL;NULL;NULL;MARCILENE;CAIXACONVENIENC.GRUPO;56730;42952319404;42952319936;1.1.2.05;NULL;NULL;NULL;NULL;0;2.5;NULL;NULL;42952319848;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2.5;NULL;NULL;2.5;0;0;14/11/2012;1;1;NULL;NULL;NULL;NULL;NULL
14/11/2012;2;14/11/2012 12:14;10;V;10335;19;46.282;532056;NULL;645025;ECF;14/11/2012;60;2.45;113.39;219049;268036;14/11/2012 12:12;EDINEIS;USUARIO-PC.WORKGROUP;56730;42952320186;42952320190;1.1.2.03;NULL;NULL;NULL;789368.24;0;2.45;NULL;NULL;42952320188;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2.45;NULL;NULL;0;0;0;14/11/2012;4;4;52;NULL;NULL;NULL;NULL
14/11/2012;2;14/11/2012 15:25;274;V;10158;7;40;532054;349747;742027;ECF;14/11/2012;60;2.87;114.8;1978886;268314;14/11/2012 15:21;HELIO;CAIXA_GNV.STAELISA;56730;42952322904;42952322912;1.1.2.04;NULL;NULL;NULL;217891.85;0;2.87;NULL;NULL;42952322906;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2.87;NULL;NULL;0;0;0;14/11/2012;4;4;51;NULL;NULL;NULL;NULL
14/11/2012;2;14/11/2012 15:31;300;V;10333;24;5.65;532093;NULL;645220;ECF;14/11/2012;60;1.77;10;964467;268317;14/11/2012 15:22;EDINEIS;USUARIO-PC.WORKGROUP;56730;42952323077;42952323105;1.1.2.03;NULL;NULL;NULL;570989.49;0;1.77;NULL;NULL;42952323085;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.77;NULL;NULL;0;0;0;14/11/2012;4;4;61;NULL;NULL;NULL;NULL
14/11/2012;2;14/11/2012 17:13;541;V;10333;12;16.272;532080;349855;645325;ECF;14/11/2012;60;1.77;28.8;964467;268496;14/11/2012 17:12;EDINEIS;USUARIO-PC.WORKGROUP;56730;42952324668;42952324678;1.1.2.03;NULL;NULL;NULL;727511.63;0;1.77;NULL;NULL;42952324672;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.77;NULL;NULL;0;0;0;14/11/2012;4;4;61;NULL;NULL;NULL;NULL
14/11/2012;2;14/11/2012 18:39;737;V;10158;7;10.453;532054;NULL;742098;NULL;14/11/2012;60;2.87;30;219002;268644;14/11/2012 18:34;HELIO;CAIXA_GNV.STAELISA;56730;42952326203;42952326219;1.1.2.04;NULL;NULL;NULL;217978.6;0;2.87;NULL;NULL;42952326209;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2.87;NULL;NULL;0;0;0;14/11/2012;4;4;51;NULL;NULL;NULL;NULL
14/11/2012;3;14/11/2012 18:45;26;V;10158;23;10.453;532055;NULL;645425;ECF;14/11/2012;60;2.87;30;1279287;268662;14/11/2012 18:44;ANTONIOCARLOS;USUARIO-PC.WORKGROUP;56730;42952326318;42952326326;1.1.2.03;NULL;NULL;NULL;372457.89;0;2.87;NULL;NULL;42952326320;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2.87;NULL;NULL;0;0;0;14/11/2012;4;4;51;NULL;NULL;NULL;NULL
14/11/2012;3;14/11/2012 19:47;107;V;10333;18;11.3;532093;NULL;645478;NULL;14/11/2012;60;1.77;20;219034;268766;14/11/2012 19:45;ANTONIOCARLOS;USUARIO-PC.WORKGROUP;56730;42952327281;42952327285;1.1.2.03;NULL;NULL;NULL;604968.34;0;1.77;NULL;NULL;42952327283;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.77;NULL;NULL;0;0;0;14/11/2012;4;4;61;NULL;NULL;NULL;NULL
14/11/2012;2;14/11/2012 22:10;1086;V;10158;1;3.485;532054;NULL;742159;NULL;14/11/2012;60;2.87;10;NULL;268677;14/11/2012 18:49;HELIO;CAIXA_GNV.STAELISA;56730;42952329504;42952329574;1.1.2.04;NULL;NULL;NULL;483851.97;0;2.87;NULL;NULL;42952329507;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2.87;NULL;NULL;0;0;0;14/11/2012;4;4;51;NULL;NULL;NULL;NULL
14/11/2012;2;14/11/2012 22:10;1112;V;532149;26;6.429;532152;NULL;742159;NULL;14/11/2012;60;1.89;12.15;NULL;268894;14/02/2012 21:06;HELIO;CAIXA_GNV.STAELISA;56730;42952329504;42952329600;1.1.2.04;NULL;NULL;NULL;538251.22;0;1.89;NULL;NULL;42952329552;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.89;NULL;NULL;0;0;0;14/11/2012;1;1;NULL;NULL;NULL;NULL;NULL
14/11/2012;2;14/11/2012 22:10;1115;V;10158;7;4.182;532054;NULL;742159;NULL;14/11/2012;60;2.87;12;218998;268906;14/11/2012 21:11;HELIO;CAIXA_GNV.STAELISA;56730;42952329504;42952329603;1.1.2.04;NULL;NULL;NULL;218084.78;0;2.87;NULL;NULL;42952329530;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2.87;NULL;NULL;0;0;0;14/11/2012;4;4;51;NULL;NULL;NULL;NULL
14/11/2012;3;14/11/2012 22:19;246;V;10334;14;17.422;532058;NULL;645578;ECF;14/11/2012;60;2.87;50;219002;268984;14/11/2012 22:03;ANTONIOCARLOS;USUARIO-PC.WORKGROUP;56730;42952329758;42952329762;1.1.2.03;NULL;NULL;NULL;459141.41;0;2.87;NULL;NULL;42952329760;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2.87;NULL;NULL;0;0;0;14/11/2012;4;4;51;NULL;NULL;NULL;NULL
14/11/2012;2;14/11/2012 23:28;1236;V;140626;NULL;1;534526;NULL;672241;ECF;14/11/2012;60;2;2;NULL;NULL;NULL;IRANY;CAIXACONVENIENC.GRUPO;56730;42952330530;42952330537;1.1.2.05;NULL;NULL;NULL;NULL;0;2;NULL;NULL;42952330533;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2;NULL;NULL;2;0;0;14/11/2012;4;4;663;NULL;NULL;NULL;NULL
14/11/2012;3;14/11/2012 23:47;327;V;10158;16;6.969;532055;NULL;645609;ECF;14/11/2012;60;2.87;20;964467;269097;14/11/2012 23:41;ANTONIOCARLOS;USUARIO-PC.WORKGROUP;56730;42952330766;42952330770;1.1.2.03;NULL;NULL;NULL;221592.32;0;2.87;NULL;NULL;42952330768;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2.87;NULL;NULL;0;0;0;14/11/2012;4;4;51;NULL;NULL;NULL;NULL
15/11/2012;1;15/11/2012 07:06;63;V;10333;24;28.249;532093;NULL;645636;ECF;15/11/2012;60;1.77;50;NULL;269141;15/11/2012 06:57;BRUNOR;USUARIO-PC.WORKGROUP;56730;42952331421;42952331463;1.1.2.13;NULL;NULL;NULL;571754.24;0;1.77;NULL;NULL;42952331461;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.77;NULL;NULL;0;0;0;15/11/2012;4;4;61;NULL;NULL;NULL;NULL
15/11/2012;1;15/11/2012 13:09;641;V;161321;NULL;1;534526;NULL;672378;ECF;15/11/2012;60;6;6;NULL;NULL;NULL;MARCILENE;CAIXACONVENIENC.GRUPO;56730;42952334752;42952334757;1.1.2.05;NULL;NULL;NULL;NULL;0;6;NULL;NULL;42952334754;NULL;NULL;NULL;NULL;NULL;NULL;NULL;6;NULL;NULL;6;0;0;15/11/2012;4;4;658;NULL;NULL;NULL;NULL
15/11/2012;1;15/11/2012 13:37;690;V;10370;NULL;1;57064;NULL;645884;ECF;15/11/2012;60;8.5;8.5;219025;NULL;NULL;BRUNOR;USUARIO-PC.WORKGROUP;56730;42952335066;42952335077;1.1.2.13;NULL;NULL;NULL;NULL;0;8.5;NULL;NULL;42952335074;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8.5;NULL;NULL;8.5;0;0;15/11/2012;4;4;51;NULL;NULL;NULL;NULL
15/11/2012;2;15/11/2012 14:28;56;V;10158;1;3.485;532054;NULL;645916;ECF;15/11/2012;60;2.87;10;NULL;269513;15/11/2012 14:27;EDINEIS;USUARIO-PC.WORKGROUP;56730;42952335573;42952335578;1.1.2.13;NULL;NULL;NULL;484444.08;0;2.87;NULL;NULL;42952335575;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2.87;NULL;NULL;0;0;0;15/11/2012;4;4;51;NULL;NULL;NULL;NULL
15/11/2012;2;15/11/2012 15:31;118;V;17179869356;NULL;1;534526;NULL;672410;NULL;15/11/2012;60;4.8;4.8;NULL;NULL;NULL;IRANY;CAIXACONVENIENC.GRUPO;56730;42952335947;42952335952;1.1.2.05;NULL;NULL;NULL;NULL;0;4.8;NULL;NULL;42952335949;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.8;NULL;NULL;4.8;0;0;15/11/2012;4;4;51;NULL;NULL;NULL;NULL
15/11/2012;2;15/11/2012 15:50;144;V;142034;NULL;3;534526;NULL;672417;ECF;15/11/2012;60;4;12;NULL;NULL;NULL;IRANY;CAIXACONVENIENC.GRUPO;56730;42952336091;42952336126;1.1.2.05;NULL;NULL;NULL;NULL;0;4;NULL;NULL;42952336093;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4;NULL;NULL;4;0;0;15/11/2012;4;4;663;NULL;NULL;NULL;NULL
15/11/2012;2;15/11/2012 17:34;275;V;142034;NULL;1;534526;NULL;672447;ECF;15/11/2012;60;4;4;NULL;NULL;NULL;IRANY;CAIXACONVENIENC.GRUPO;56730;42952336920;42952336929;1.1.2.05;NULL;NULL;NULL;NULL;0;4;NULL;NULL;42952336923;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4;NULL;NULL;4;0;0;15/11/2012;4;4;663;NULL;NULL;NULL;NULL
15/11/2012;2;15/11/2012 20:15;504;V;139667;NULL;2;534526;NULL;672471;NULL;15/11/2012;60;2.5;5;NULL;NULL;NULL;IRANY;CAIXACONVENIENC.GRUPO;56730;42952338469;42952338486;1.1.2.05;NULL;NULL;NULL;NULL;0;2.5;NULL;NULL;42952338481;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2.5;NULL;NULL;2.5;0;0;15/11/2012;4;4;663;NULL;NULL;NULL;NULL
15/11/2012;2;15/11/2012 20:15;505;V;155991;NULL;1;534526;NULL;672471;NULL;15/11/2012;60;1.5;1.5;NULL;NULL;NULL;IRANY;CAIXACONVENIENC.GRUPO;56730;42952338469;42952338487;1.1.2.05;NULL;NULL;NULL;NULL;0;1.5;NULL;NULL;42952338482;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.5;NULL;NULL;1.5;0;0;15/11/2012;1;1;NULL;NULL;NULL;NULL;NULL
15/11/2012;2;15/11/2012 20:18;511;V;140677;NULL;2;534526;NULL;672474;NULL;15/11/2012;60;3;6;NULL;NULL;NULL;IRANY;CAIXACONVENIENC.GRUPO;56730;42952338508;42952338515;1.1.2.05;NULL;NULL;NULL;NULL;0;3;NULL;NULL;42952338511;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3;NULL;NULL;3;0;0;15/11/2012;4;4;663;NULL;NULL;NULL;NULL
15/11/2012;2;15/11/2012 20:26;554;V;10158;10;6.969;532054;NULL;646129;ECF;15/11/2012;60;2.87;20;1660381;269834;15/11/2012 20:19;EDINEIS;USUARIO-PC.WORKGROUP;56730;42952338748;42952338755;1.1.2.13;NULL;NULL;NULL;263852.64;0;2.87;NULL;NULL;42952338751;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2.87;NULL;NULL;0;0;0;15/11/2012;4;4;51;NULL;NULL;NULL;NULL
15/11/2012;2;15/11/2012 20:34;596;V;532149;28;14.868;532153;NULL;646136;ECF;15/11/2012;60;1.89;28.1;NULL;269851;15/02/2012 20:33;EDINEIS;USUARIO-PC.WORKGROUP;56730;42952338920;42952338925;1.1.2.13;NULL;NULL;NULL;478311.41;0;1.89;NULL;NULL;42952338922;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.89;NULL;NULL;0;0;0;15/11/2012;1;1;NULL;NULL;NULL;NULL;NULL
